Item_Identifier,Item_Weight,Item_Visibility,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Item_Outlet_Sales,Set,Outlet_Type_Grocery Store,Outlet_Type_Supermarket Type1,Outlet_Type_Supermarket Type2,Outlet_Type_Supermarket Type3
FDJ15,11.35,0.023417483,3,OUT018,11,1,0,,test,0,0,1,0
FDX24,8.355,0.0,1,OUT049,21,1,2,,test,0,1,0,0
FDT47,5.26,0.0,2,OUT046,23,0,2,,test,0,1,0,0
FDT10,16.7,0.062140968,1,OUT049,21,1,2,,test,0,1,0,0
FDZ37,8.1,0.019849032,1,OUT018,11,1,0,,test,0,0,1,0
FDW43,20.1,0.022316641,4,OUT027,35,1,0,,test,0,0,0,1
DRN36,15.2,0.050461669,2,OUT017,13,0,1,,test,0,1,0,0
FDJ14,10.3,0.05017202,1,OUT045,18,0,1,,test,0,1,0,0
FDA32,14.0,0.030069149,4,OUT013,33,2,0,,test,0,1,0,0
FDJ38,8.6,0.070394702,4,OUT019,35,0,2,,test,1,0,0,0
FDQ57,7.275,0.0,3,OUT017,13,0,1,,test,0,1,0,0
NCQ41,14.8,0.0,4,OUT019,35,0,2,,test,1,0,0,0
FDG56,13.3,0.071563651,1,OUT049,21,1,2,,test,0,1,0,0
DRC13,8.26,0.032284472,2,OUT027,35,1,0,,test,0,0,0,1
FDV55,17.75,0.055063016,3,OUT035,16,0,1,,test,0,1,0,0
FDQ49,20.2,0.0,3,OUT045,18,0,1,,test,0,1,0,0
FDE29,8.905,0.239568811,1,OUT010,22,0,0,,test,1,0,0,0
FDR03,15.7,0.0,4,OUT013,33,2,0,,test,0,1,0,0
FDD45,8.615,0.0,1,OUT049,21,1,2,,test,0,1,0,0
FDN38,6.615,0.153942031,4,OUT010,22,0,0,,test,1,0,0,0
FDT56,16.0,0.115592409,1,OUT046,23,0,2,,test,0,1,0,0
FDT48,4.92,0.046048229,4,OUT045,18,0,1,,test,0,1,0,0
FDU03,18.7,0.091720302,3,OUT049,21,1,2,,test,0,1,0,0
FDC56,7.72,0.203400773,2,OUT010,22,0,0,,test,1,0,0,0
NCO43,5.5,0.046870135,2,OUT027,35,1,0,,test,0,0,0,1
FDQ27,5.19,0.044502932,2,OUT017,13,0,1,,test,0,1,0,0
FDR03,15.7,0.008735936,4,OUT046,23,0,2,,test,0,1,0,0
DRH23,14.65,0.285077835,1,OUT010,22,0,0,,test,1,0,0,0
FDG22,17.6,0.041465078,1,OUT045,18,0,1,,test,0,1,0,0
NCJ42,19.75,0.014289425,2,OUT013,33,2,0,,test,0,1,0,0
FDR24,17.35,0.062851683,1,OUT046,23,0,2,,test,0,1,0,0
FDW60,5.44,0.017058723,3,OUT035,16,0,1,,test,0,1,0,0
FDJ08,11.1,0.110580006,4,OUT013,33,2,0,,test,0,1,0,0
DRL59,16.75,0.021310584,1,OUT018,11,1,0,,test,0,0,1,0
FDG60,20.35,0.101598896,4,OUT010,22,0,0,,test,1,0,0,0
FDW27,5.86,0.0,3,OUT017,13,0,1,,test,0,1,0,0
FDX14,13.1,0.075245304,1,OUT018,11,1,0,,test,0,0,1,0
FDC20,10.65,0.023951515,1,OUT013,33,2,0,,test,0,1,0,0
NCS29,9.0,0.069828759,4,OUT018,11,1,0,,test,0,0,1,0
FDJ56,8.985,0.183403018,2,OUT046,23,0,2,,test,0,1,0,0
FDB20,7.72,0.091011438,1,OUT019,35,0,2,,test,1,0,0,0
FDL28,10.0,0.062868628,4,OUT027,35,1,0,,test,0,0,0,1
FDW01,14.5,0.064321473,3,OUT018,11,1,0,,test,0,0,1,0
FDL03,19.25,0.027080602,4,OUT046,23,0,2,,test,0,1,0,0
FDX22,6.785,0.023010532,4,OUT049,21,1,2,,test,0,1,0,0
FDJ21,16.7,0.038520943,3,OUT035,16,0,1,,test,0,1,0,0
FDR31,6.46,0.049262588,3,OUT045,18,0,1,,test,0,1,0,0
FDG21,17.35,0.146272238,3,OUT035,16,0,1,,test,0,1,0,0
FDS22,16.85,0.023042273,1,OUT027,35,1,0,,test,0,0,0,1
FDK08,9.195,0.122281599,2,OUT035,16,0,1,,test,0,1,0,0
FDE17,20.1,0.054677324,3,OUT018,11,1,0,,test,0,0,1,0
NCN30,16.35,0.017089325,2,OUT017,13,0,1,,test,0,1,0,0
FDT50,6.75,0.108238986,2,OUT046,23,0,2,,test,0,1,0,0
NCX42,6.36,0.005987891,3,OUT049,21,1,2,,test,0,1,0,0
FDJ12,8.895,0.039033732,4,OUT035,16,0,1,,test,0,1,0,0
NCA18,10.1,0.055806016,2,OUT027,35,1,0,,test,0,0,0,1
FDP23,6.71,0.062307997,4,OUT019,35,0,2,,test,1,0,0,0
FDX12,18.2,0.0,4,OUT013,33,2,0,,test,0,1,0,0
FDN40,5.88,0.086808977,3,OUT018,11,1,0,,test,0,0,1,0
FDV48,9.195,0.051607098,1,OUT035,16,0,1,,test,0,1,0,0
NCY54,8.43,0.177546973,3,OUT013,33,2,0,,test,0,1,0,0
FDL16,12.85,0.281955554,1,OUT010,22,0,0,,test,1,0,0,0
FDR45,10.8,0.029061192,4,OUT018,11,1,0,,test,0,0,1,0
FDJ52,7.145,0.017786864,3,OUT046,23,0,2,,test,0,1,0,0
DRG01,14.8,0.04513213,1,OUT017,13,0,1,,test,0,1,0,0
FDP52,18.7,0.070632902,4,OUT013,33,2,0,,test,0,1,0,0
FDU58,6.61,0.029175827,4,OUT017,13,0,1,,test,0,1,0,0
FDL02,20.0,0.10429446,2,OUT045,18,0,1,,test,0,1,0,0
FDG28,9.285,0.049239282,4,OUT013,33,2,0,,test,0,1,0,0
FDA19,7.52,0.055117075,2,OUT035,16,0,1,,test,0,1,0,0
FDW46,13.0,0.069961219,1,OUT027,35,1,0,,test,0,0,0,1
NCD43,8.85,0.016044864,2,OUT049,21,1,2,,test,0,1,0,0
DRG39,14.15,0.042145893,1,OUT013,33,2,0,,test,0,1,0,0
NCF55,6.675,0.021700021,1,OUT049,21,1,2,,test,0,1,0,0
FDJ07,7.26,0.014423523,2,OUT046,23,0,2,,test,0,1,0,0
FDE08,18.2,0.049319685,3,OUT046,23,0,2,,test,0,1,0,0
FDP56,8.185,0.081387725,1,OUT019,35,0,2,,test,1,0,0,0
FDT45,15.85,0.057429676,1,OUT045,18,0,1,,test,0,1,0,0
FDF17,5.19,0.042794507,4,OUT018,11,1,0,,test,0,0,1,0
FDX44,9.3,0.042966544,1,OUT046,23,0,2,,test,0,1,0,0
FDM28,15.7,0.044984953,3,OUT027,35,1,0,,test,0,0,0,1
FDI36,12.5,0.062440359,4,OUT049,21,1,2,,test,0,1,0,0
FDS07,12.35,0.099960144,2,OUT045,18,0,1,,test,0,1,0,0
FDD36,13.3,0.021316704,2,OUT045,18,0,1,,test,0,1,0,0
FDW11,12.6,0.048782082,1,OUT046,23,0,2,,test,0,1,0,0
FDN40,5.88,0.086591206,3,OUT049,21,1,2,,test,0,1,0,0
NCQ18,15.75,0.135282803,2,OUT049,21,1,2,,test,0,1,0,0
NCQ54,17.7,0.01261332,3,OUT017,13,0,1,,test,0,1,0,0
NCS42,8.6,0.069557245,1,OUT045,18,0,1,,test,0,1,0,0
DRH39,20.7,0.1551444,1,OUT010,22,0,0,,test,1,0,0,0
FDC09,15.5,0.026174636,2,OUT027,35,1,0,,test,0,0,0,1
FDT08,13.65,0.082381676,3,OUT010,22,0,0,,test,1,0,0,0
FDC08,19.0,0.0,4,OUT035,16,0,1,,test,0,1,0,0
FDT20,10.5,0.041629595,1,OUT017,13,0,1,,test,0,1,0,0
FDS35,9.3,0.111199491,1,OUT035,16,0,1,,test,0,1,0,0
FDX58,13.15,0.043941955,3,OUT018,11,1,0,,test,0,0,1,0
FDW58,20.75,0.0,2,OUT046,23,0,2,,test,0,1,0,0
DRD27,18.75,0.0,2,OUT046,23,0,2,,test,0,1,0,0
FDH32,12.8,0.133171307,2,OUT019,35,0,2,,test,1,0,0,0
FDS26,20.35,0.089452302,4,OUT035,16,0,1,,test,0,1,0,0
FDQ31,5.785,0.053847216,1,OUT046,23,0,2,,test,0,1,0,0
FDP11,15.85,0.069382034,4,OUT018,11,1,0,,test,0,0,1,0
FDD58,7.76,0.059687962,2,OUT017,13,0,1,,test,0,1,0,0
FDM33,15.6,0.08789759,4,OUT045,18,0,1,,test,0,1,0,0
FDZ16,16.85,0.160104378,4,OUT049,21,1,2,,test,0,1,0,0
NCS29,9.0,0.116404843,4,OUT010,22,0,0,,test,1,0,0,0
NCM18,13.0,0.145045421,1,OUT019,35,0,2,,test,1,0,0,0
FDP11,15.85,0.069207981,4,OUT049,21,1,2,,test,0,1,0,0
NCC42,15.0,0.045162424,2,OUT017,13,0,1,,test,0,1,0,0
DRM23,16.6,0.135733218,3,OUT046,23,0,2,,test,0,1,0,0
NCN55,14.6,0.059202419,4,OUT027,35,1,0,,test,0,0,0,1
FDK46,9.6,0.051424565,4,OUT013,33,2,0,,test,0,1,0,0
FDR01,5.405,0.053621283,4,OUT046,23,0,2,,test,0,1,0,0
NCA05,20.75,0.025181597,3,OUT045,18,0,1,,test,0,1,0,0
NCP43,17.75,0.03067961,3,OUT017,13,0,1,,test,0,1,0,0
FDR12,12.6,0.052782711,3,OUT010,22,0,0,,test,1,0,0,0
FDQ01,19.7,0.16056791,4,OUT013,33,2,0,,test,0,1,0,0
FDM13,6.425,0.063175326,2,OUT046,23,0,2,,test,0,1,0,0
FDQ19,7.35,0.014446383,4,OUT017,13,0,1,,test,0,1,0,0
FDK56,9.695,0.227609738,4,OUT019,35,0,2,,test,1,0,0,0
NCX06,17.6,0.026256897,3,OUT010,22,0,0,,test,1,0,0,0
FDO56,10.195,0.044764726,2,OUT027,35,1,0,,test,0,0,0,1
FDU45,15.6,0.035578149,2,OUT045,18,0,1,,test,0,1,0,0
FDI16,14.0,0.237725726,1,OUT019,35,0,2,,test,1,0,0,0
FDL32,15.7,0.122466933,2,OUT046,23,0,2,,test,0,1,0,0
FDA07,7.55,0.030944625,2,OUT046,23,0,2,,test,0,1,0,0
FDA14,16.1,0.065315421,3,OUT045,18,0,1,,test,0,1,0,0
FDV46,18.2,0.012546822,2,OUT027,35,1,0,,test,0,0,0,1
NCO07,9.06,0.009774419,4,OUT035,16,0,1,,test,0,1,0,0
NCP41,16.6,0.016210706,2,OUT046,23,0,2,,test,0,1,0,0
FDY60,10.5,0.026478367,2,OUT018,11,1,0,,test,0,0,1,0
FDN38,6.615,0.092492086,4,OUT017,13,0,1,,test,0,1,0,0
FDO15,16.75,0.008566545,1,OUT046,23,0,2,,test,0,1,0,0
FDT60,12.0,0.075485441,2,OUT013,33,2,0,,test,0,1,0,0
FDA55,17.2,0.056978251,4,OUT035,16,0,1,,test,0,1,0,0
FDE02,8.71,0.202948268,2,OUT010,22,0,0,,test,1,0,0,0
DRJ39,20.25,0.036382541,4,OUT049,21,1,2,,test,0,1,0,0
FDV34,10.695,0.011423298,1,OUT035,16,0,1,,test,0,1,0,0
FDS20,8.85,0.05360606,3,OUT027,35,1,0,,test,0,0,0,1
FDF02,16.2,0.102972092,2,OUT027,35,1,0,,test,0,0,0,1
FDW40,14.0,0.105740196,3,OUT017,13,0,1,,test,0,1,0,0
NCB43,20.2,0.099912316,4,OUT046,23,0,2,,test,0,1,0,0
FDR58,6.675,0.042158587,1,OUT017,13,0,1,,test,0,1,0,0
DRJ59,11.65,0.01936859,1,OUT035,16,0,1,,test,0,1,0,0
NCD30,19.7,0.027001133,2,OUT017,13,0,1,,test,0,1,0,0
FDE14,13.65,0.031623019,2,OUT017,13,0,1,,test,0,1,0,0
FDC28,7.905,0.055210913,2,OUT018,11,1,0,,test,0,0,1,0
FDU16,19.25,0.058512492,1,OUT018,11,1,0,,test,0,0,1,0
NCD19,8.93,0.013176896,1,OUT035,16,0,1,,test,0,1,0,0
FDU21,11.8,0.076720455,1,OUT046,23,0,2,,test,0,1,0,0
FDV59,13.35,0.04779447,4,OUT027,35,1,0,,test,0,0,0,1
FDU03,18.7,0.0,3,OUT045,18,0,1,,test,0,1,0,0
FDC33,8.96,0.0,4,OUT010,22,0,0,,test,1,0,0,0
NCR42,9.105,0.038474607,1,OUT035,16,0,1,,test,0,1,0,0
DRH59,10.8,0.058422401,1,OUT035,16,0,1,,test,0,1,0,0
NCM31,6.095,0.0,3,OUT035,16,0,1,,test,0,1,0,0
FDS50,17.0,0.055422895,4,OUT035,16,0,1,,test,0,1,0,0
FDP39,12.65,0.069424963,1,OUT046,23,0,2,,test,0,1,0,0
FDQ55,13.65,0.013027225,2,OUT013,33,2,0,,test,0,1,0,0
FDV36,18.7,0.046051414,2,OUT019,35,0,2,,test,1,0,0,0
FDI05,8.35,0.126255345,1,OUT027,35,1,0,,test,0,0,0,1
FDS45,5.175,0.029353119,2,OUT027,35,1,0,,test,0,0,0,1
FDA39,6.32,0.012743738,1,OUT045,18,0,1,,test,0,1,0,0
FDC37,15.5,0.055023254,2,OUT010,22,0,0,,test,1,0,0,0
FDJ60,19.35,0.062225629,3,OUT027,35,1,0,,test,0,0,0,1
DRQ35,9.3,0.042291451,2,OUT046,23,0,2,,test,0,1,0,0
NCJ06,20.1,0.034652619,2,OUT046,23,0,2,,test,0,1,0,0
NCY42,6.38,0.015224339,3,OUT018,11,1,0,,test,0,0,1,0
DRM37,15.35,0.0,4,OUT049,21,1,2,,test,0,1,0,0
FDR14,11.65,0.174402008,1,OUT045,18,0,1,,test,0,1,0,0
FDE51,5.925,0.096617312,1,OUT049,21,1,2,,test,0,1,0,0
FDT33,7.81,0.034182922,3,OUT017,13,0,1,,test,0,1,0,0
FDR08,18.7,0.037591645,2,OUT013,33,2,0,,test,0,1,0,0
FDE36,5.26,0.06991841,3,OUT010,22,0,0,,test,1,0,0,0
FDL22,16.85,0.063714498,1,OUT019,35,0,2,,test,1,0,0,0
FDR44,6.11,0.102835238,2,OUT013,33,2,0,,test,0,1,0,0
FDI56,7.325,0.163505748,1,OUT019,35,0,2,,test,1,0,0,0
FDE47,14.15,0.063451474,2,OUT010,22,0,0,,test,1,0,0,0
FDV27,7.97,0.066935112,1,OUT010,22,0,0,,test,1,0,0,0
FDV10,7.645,0.066809761,1,OUT049,21,1,2,,test,0,1,0,0
FDC40,16.0,0.06519584,1,OUT045,18,0,1,,test,0,1,0,0
NCX41,19.0,0.017704532,4,OUT013,33,2,0,,test,0,1,0,0
NCQ38,16.35,0.013301702,2,OUT027,35,1,0,,test,0,0,0,1
FDV12,16.7,0.06057989,2,OUT027,35,1,0,,test,0,0,0,1
FDE52,10.395,0.03005585,1,OUT017,13,0,1,,test,0,1,0,0
FDG20,15.5,0.125079268,3,OUT027,35,1,0,,test,0,0,0,1
FDV16,7.75,0.082529103,1,OUT027,35,1,0,,test,0,0,0,1
FDI32,17.7,0.175359775,2,OUT017,13,0,1,,test,0,1,0,0
FDJ32,10.695,0.0,1,OUT049,21,1,2,,test,0,1,0,0
FDN39,19.35,0.065787291,3,OUT018,11,1,0,,test,0,0,1,0
FDY34,10.5,0.011043976,3,OUT017,13,0,1,,test,0,1,0,0
FDC14,14.5,0.041241272,1,OUT035,16,0,1,,test,0,1,0,0
FDA55,17.2,0.057311381,4,OUT017,13,0,1,,test,0,1,0,0
FDZ50,12.8,0.132357566,3,OUT010,22,0,0,,test,1,0,0,0
DRG13,17.25,0.037243966,3,OUT049,21,1,2,,test,0,1,0,0
FDP01,20.75,0.06327325,3,OUT013,33,2,0,,test,0,1,0,0
NCG54,12.1,0.080257683,3,OUT017,13,0,1,,test,0,1,0,0
FDM13,6.425,0.063303448,2,OUT045,18,0,1,,test,0,1,0,0
NCO18,13.15,0.024531894,3,OUT027,35,1,0,,test,0,0,0,1
NCW41,18.0,0.015437518,3,OUT013,33,2,0,,test,0,1,0,0
FDM52,15.1,0.025867549,3,OUT027,35,1,0,,test,0,0,0,1
NCF55,6.675,0.021662238,1,OUT035,16,0,1,,test,0,1,0,0
FDT09,15.15,0.0122633,2,OUT046,23,0,2,,test,0,1,0,0
NCM19,12.65,0.047228313,2,OUT035,16,0,1,,test,0,1,0,0
FDW12,8.315,0.0,3,OUT018,11,1,0,,test,0,0,1,0
FDP15,15.2,0.146972598,4,OUT019,35,0,2,,test,1,0,0,0
FDK36,7.09,0.007229947,1,OUT045,18,0,1,,test,0,1,0,0
FDZ25,15.7,0.027611824,3,OUT035,16,0,1,,test,0,1,0,0
NCW06,16.2,0.050418702,4,OUT049,21,1,2,,test,0,1,0,0
FDW60,5.44,0.017061949,3,OUT046,23,0,2,,test,0,1,0,0
DRC49,8.67,0.065382126,3,OUT013,33,2,0,,test,0,1,0,0
NCT17,10.8,0.041857932,4,OUT035,16,0,1,,test,0,1,0,0
NCN06,8.39,0.120988121,3,OUT018,11,1,0,,test,0,0,1,0
FDC45,17.0,0.135620265,3,OUT013,33,2,0,,test,0,1,0,0
DRJ47,18.25,0.07747657,3,OUT019,35,0,2,,test,1,0,0,0
NCF06,6.235,0.020239317,4,OUT045,18,0,1,,test,0,1,0,0
FDE21,12.8,0.038404703,2,OUT010,22,0,0,,test,1,0,0,0
DRG27,8.895,0.105023222,1,OUT013,33,2,0,,test,0,1,0,0
FDW40,14.0,0.105308924,2,OUT049,21,1,2,,test,0,1,0,0
NCO53,16.2,0.175184487,3,OUT046,23,0,2,,test,0,1,0,0
FDE23,17.6,0.053263687,1,OUT049,21,1,2,,test,0,1,0,0
FDQ16,19.7,0.041738399,2,OUT046,23,0,2,,test,0,1,0,0
FDS26,20.35,0.089650666,4,OUT045,18,0,1,,test,0,1,0,0
FDZ13,7.84,0.256919126,1,OUT010,22,0,0,,test,1,0,0,0
FDS14,7.285,0.050041563,3,OUT049,21,1,2,,test,0,1,0,0
FDC10,9.8,0.073025471,2,OUT045,18,0,1,,test,0,1,0,0
FDY16,18.35,0.0,3,OUT049,21,1,2,,test,0,1,0,0
FDJ20,20.7,0.100155997,2,OUT035,16,0,1,,test,0,1,0,0
FDV43,16.0,0.076841095,1,OUT035,16,0,1,,test,0,1,0,0
FDZ32,7.785,0.037948091,2,OUT027,35,1,0,,test,0,0,0,1
FDR23,15.85,0.081787519,3,OUT046,23,0,2,,test,0,1,0,0
FDN24,14.1,0.113246012,1,OUT035,16,0,1,,test,0,1,0,0
FDE34,9.195,0.107368929,3,OUT027,35,1,0,,test,0,0,0,1
FDU31,10.5,0.024970259,4,OUT013,33,2,0,,test,0,1,0,0
FDW33,9.395,0.099524363,2,OUT018,11,1,0,,test,0,0,1,0
FDU26,16.7,0.042618956,2,OUT046,23,0,2,,test,0,1,0,0
FDE20,11.35,0.005503734,3,OUT027,35,1,0,,test,0,0,0,1
NCW05,20.25,0.148044603,2,OUT035,16,0,1,,test,0,1,0,0
FDB22,8.02,0.0,3,OUT018,11,1,0,,test,0,0,1,0
FDO56,10.195,0.044982556,2,OUT046,23,0,2,,test,0,1,0,0
FDA19,7.52,0.054860542,2,OUT027,35,1,0,,test,0,0,0,1
DRI39,13.8,0.097258937,1,OUT045,18,0,1,,test,0,1,0,0
FDH52,9.42,0.044081944,1,OUT018,11,1,0,,test,0,0,1,0
FDZ50,12.8,0.079061378,3,OUT035,16,0,1,,test,0,1,0,0
NCN42,20.25,0.014219927,3,OUT035,16,0,1,,test,0,1,0,0
FDB53,13.35,0.139336364,3,OUT013,33,2,0,,test,0,1,0,0
DRG11,6.385,0.084312514,2,OUT017,13,0,1,,test,0,1,0,0
DRK11,8.21,0.010712295,3,OUT027,35,1,0,,test,0,0,0,1
FDQ60,6.195,0.109993108,2,OUT017,13,0,1,,test,0,1,0,0
FDT36,12.3,0.111904005,1,OUT017,13,0,1,,test,0,1,0,0
DRG25,10.5,0.019127291,3,OUT018,11,1,0,,test,0,0,1,0
DRJ23,18.35,0.041668881,4,OUT046,23,0,2,,test,0,1,0,0
FDG05,11.0,0.08783053,3,OUT035,16,0,1,,test,0,1,0,0
NCK06,5.03,0.008681751,2,OUT018,11,1,0,,test,0,0,1,0
FDU52,7.56,0.064131575,3,OUT017,13,0,1,,test,0,1,0,0
FDW07,18.0,0.1432701,1,OUT018,11,1,0,,test,0,0,1,0
NCM17,7.93,0.071280135,1,OUT045,18,0,1,,test,0,1,0,0
FDA22,7.435,0.084623634,3,OUT045,18,0,1,,test,0,1,0,0
NCA41,16.75,0.032719454,4,OUT018,11,1,0,,test,0,0,1,0
FDF38,11.8,0.026353021,1,OUT035,16,0,1,,test,0,1,0,0
FDH52,9.42,0.043903102,1,OUT046,23,0,2,,test,0,1,0,0
FDY58,11.65,0.069892283,4,OUT019,35,0,2,,test,1,0,0,0
FDZ16,16.85,0.160180036,4,OUT045,18,0,1,,test,0,1,0,0
NCM18,13.0,0.083310458,1,OUT017,13,0,1,,test,0,1,0,0
FDA22,7.435,0.084796386,3,OUT018,11,1,0,,test,0,0,1,0
NCJ43,6.635,0.027064283,3,OUT035,16,0,1,,test,0,1,0,0
FDI34,10.65,0.084723678,4,OUT027,35,1,0,,test,0,0,0,1
FDG56,13.3,0.071452562,1,OUT046,23,0,2,,test,0,1,0,0
FDS34,19.35,0.076759076,2,OUT046,23,0,2,,test,0,1,0,0
DRC01,5.92,0.019196373,1,OUT035,16,0,1,,test,0,1,0,0
FDQ04,6.4,0.08473758,1,OUT035,16,0,1,,test,0,1,0,0
FDK04,7.36,0.052302143,1,OUT035,16,0,1,,test,0,1,0,0
FDT51,11.65,0.010935766,2,OUT049,21,1,2,,test,0,1,0,0
FDV26,20.25,0.076591246,4,OUT017,13,0,1,,test,0,1,0,0
FDS04,10.195,0.14689096,2,OUT049,21,1,2,,test,0,1,0,0
FDW43,20.1,0.022516587,4,OUT018,11,1,0,,test,0,0,1,0
FDQ28,14.0,0.101142513,3,OUT010,22,0,0,,test,1,0,0,0
NCK06,5.03,0.008695437,2,OUT017,13,0,1,,test,0,1,0,0
FDS23,4.635,0.141463034,2,OUT018,11,1,0,,test,0,0,1,0
FDZ36,6.035,0.115178912,4,OUT019,35,0,2,,test,1,0,0,0
FDE56,17.25,0.159843921,1,OUT018,11,1,0,,test,0,0,1,0
FDW10,21.2,0.0,3,OUT027,35,1,0,,test,0,0,0,1
NCN14,19.1,0.092104198,3,OUT045,18,0,1,,test,0,1,0,0
NCQ18,15.75,0.135346732,2,OUT045,18,0,1,,test,0,1,0,0
FDW08,12.1,0.0,2,OUT017,13,0,1,,test,0,1,0,0
FDU43,19.35,0.058032403,4,OUT035,16,0,1,,test,0,1,0,0
FDR33,7.31,0.044839188,2,OUT010,22,0,0,,test,1,0,0,0
FDM24,6.135,0.132777749,3,OUT010,22,0,0,,test,1,0,0,0
NCZ05,8.485,0.058132207,2,OUT046,23,0,2,,test,0,1,0,0
NCV41,14.35,0.017035555,2,OUT035,16,0,1,,test,0,1,0,0
FDV11,9.1,0.082000475,3,OUT018,11,1,0,,test,0,0,1,0
NCY05,13.5,0.054979611,1,OUT035,16,0,1,,test,0,1,0,0
FDV44,8.365,0.040006739,4,OUT018,11,1,0,,test,0,0,1,0
FDW32,18.35,0.094443441,1,OUT049,21,1,2,,test,0,1,0,0
NCU18,15.1,0.055569647,3,OUT027,35,1,0,,test,0,0,0,1
NCC43,7.39,0.0,4,OUT035,16,0,1,,test,0,1,0,0
FDW19,12.35,0.038468382,2,OUT013,33,2,0,,test,0,1,0,0
FDN31,11.5,0.072867754,4,OUT035,16,0,1,,test,0,1,0,0
FDI48,11.85,0.055831398,1,OUT045,18,0,1,,test,0,1,0,0
FDS24,20.85,0.062576446,1,OUT017,13,0,1,,test,0,1,0,0
FDF46,7.07,0.0,2,OUT049,21,1,2,,test,0,1,0,0
DRG23,8.88,0.087272074,3,OUT017,13,0,1,,test,0,1,0,0
FDG14,9.0,0.050706432,3,OUT018,11,1,0,,test,0,0,1,0
NCY30,20.25,0.025993608,3,OUT049,21,1,2,,test,0,1,0,0
FDO28,5.765,0.0,2,OUT018,11,1,0,,test,0,0,1,0
DRD24,13.85,0.030789262,3,OUT035,16,0,1,,test,0,1,0,0
FDI33,16.5,0.028463,1,OUT049,21,1,2,,test,0,1,0,0
FDN32,17.5,0.015560368,3,OUT046,23,0,2,,test,0,1,0,0
FDR16,5.845,0.105230981,4,OUT045,18,0,1,,test,0,1,0,0
FDF26,6.825,0.046634759,3,OUT046,23,0,2,,test,0,1,0,0
NCN29,15.2,0.012165821,1,OUT018,11,1,0,,test,0,0,1,0
FDE20,11.35,0.005541732,3,OUT045,18,0,1,,test,0,1,0,0
FDA46,13.6,0.117635456,4,OUT046,23,0,2,,test,0,1,0,0
FDU28,19.2,0.094108819,4,OUT045,18,0,1,,test,0,1,0,0
FDQ48,14.3,0.034481025,2,OUT045,18,0,1,,test,0,1,0,0
FDV36,18.7,0.0,2,OUT013,33,2,0,,test,0,1,0,0
FDR14,11.65,0.174758034,1,OUT018,11,1,0,,test,0,0,1,0
FDP23,6.71,0.035788153,4,OUT017,13,0,1,,test,0,1,0,0
FDP56,8.185,0.046445455,1,OUT013,33,2,0,,test,0,1,0,0
FDK48,7.445,0.062988626,1,OUT010,22,0,0,,test,1,0,0,0
FDR48,11.65,0.131504228,3,OUT046,23,0,2,,test,0,1,0,0
NCY29,13.65,0.077354192,1,OUT049,21,1,2,,test,0,1,0,0
FDM22,14.0,0.042128684,1,OUT018,11,1,0,,test,0,0,1,0
DRJ01,6.135,0.114936679,3,OUT013,33,2,0,,test,0,1,0,0
FDZ43,11.0,0.057174261,4,OUT045,18,0,1,,test,0,1,0,0
FDV03,17.6,0.058080284,3,OUT035,16,0,1,,test,0,1,0,0
FDX11,16.0,0.106235129,3,OUT027,35,1,0,,test,0,0,0,1
NCA41,16.75,0.032428906,4,OUT027,35,1,0,,test,0,0,0,1
FDE38,6.52,0.044859477,3,OUT017,13,0,1,,test,0,1,0,0
FDI27,8.71,0.046173643,1,OUT018,11,1,0,,test,0,0,1,0
FDN32,17.5,0.015547419,3,OUT013,33,2,0,,test,0,1,0,0
NCN43,12.15,0.006797978,2,OUT017,13,0,1,,test,0,1,0,0
FDB47,8.8,0.071083489,4,OUT027,35,1,0,,test,0,0,0,1
FDV03,17.6,0.058419856,3,OUT017,13,0,1,,test,0,1,0,0
NCN30,16.35,0.017027667,2,OUT045,18,0,1,,test,0,1,0,0
NCV54,11.1,0.05541758,2,OUT010,22,0,0,,test,1,0,0,0
FDV07,9.5,0.031256911,2,OUT013,33,2,0,,test,0,1,0,0
FDP07,18.2,0.090041548,4,OUT049,21,1,2,,test,0,1,0,0
FDK48,7.445,0.037785521,1,OUT018,11,1,0,,test,0,0,1,0
FDM15,11.8,0.100537777,3,OUT019,35,0,2,,test,1,0,0,0
FDY19,19.75,0.041164623,2,OUT027,35,1,0,,test,0,0,0,1
FDK46,9.6,0.051467395,4,OUT046,23,0,2,,test,0,1,0,0
FDY11,6.71,0.0296204,1,OUT045,18,0,1,,test,0,1,0,0
FDH09,12.6,0.056077574,1,OUT046,23,0,2,,test,0,1,0,0
FDO08,11.1,0.053514971,3,OUT027,35,1,0,,test,0,0,0,1
FDU14,17.75,0.034723727,4,OUT013,33,2,0,,test,0,1,0,0
FDD22,10.0,0.099167136,2,OUT027,35,1,0,,test,0,0,0,1
FDM27,12.35,0.159365721,3,OUT017,13,0,1,,test,0,1,0,0
FDL02,20.0,0.103579347,2,OUT027,35,1,0,,test,0,0,0,1
NCA17,20.6,0.0,3,OUT035,16,0,1,,test,0,1,0,0
FDE38,6.52,0.078101381,3,OUT019,35,0,2,,test,1,0,0,0
NCG07,12.3,0.052583676,4,OUT049,21,1,2,,test,0,1,0,0
DRC27,13.8,0.058054117,4,OUT013,33,2,0,,test,0,1,0,0
FDA27,20.35,0.030921784,4,OUT035,16,0,1,,test,0,1,0,0
FDW40,14.0,0.105358689,2,OUT045,18,0,1,,test,0,1,0,0
